video,start,text,entities
1,1975,"Frauen wurden dort nicht beschnitten. Buben wurden zu Männer. Und der erste Teil der Beschneidung, wo sie dann in diese Grashütte hinein sind mit einem älteren Mann, der ihnen alles beigebracht hat, das man wissen muss, wenn man ein MANN wird dort, da hatten dann natürlich die Fremden keine Zugang, aber am Schluss von dieser Periode haben sie das Fest der brennenden Hütte gefeiert und dort waren alle eingeladen, wir alle zusammen, Frauen und Männer miteinander.",Buben;Fest der brennenden Hütte;MANN
1,2007,"Dort werden die Burschen mit einer weissen Paste von zuoberst bis zuunterst, wie sagt man, bestrichen und dann hat man die Hütte mit allem, das sie vorher besessen haben, angezündet zum das ganze Leben verbrennen.",
1,2031,"Und die sind dann an den Fluss runtergerannt und haben dort dieses Weisse der Vergangenheit abgewaschen und haben sich in ein noch altes Blanket, also so eine Wollendecke, die sie ja immer dabei hatten, hineingekuschelt und dann sind sie zurück gekommen und dann kam die Aufnahme wieder ins Dorf hinein.",
1,2054,"Das war sehr interessant, weil der alte Mann hat dann von der Familie eine neue Wollendecke bekommen und hat das so über sich hinauf",
1,2067,und der junge Mann ist hinter ihm durch in diese neue Wollendecke hineingeschlüpft und hat die alte hinter sich gelassen und man hat die dort auch verbrannt.,Wollendecke
1,2078,"Und dann sind haben die sich dort in das neue Blanket hineingewickelt und dann haben sie Geschenke bekommen und sind dann richtig aufgenommen worden und die Frauen haben so einen lustigen Tanz gemacht, wo sie so in einer Reihe getanzt haben und lustigerweise hatten alle angehörigen Frauen einen Männerhut an und bei diesem Fest hatten sie auch ihr sehr, sehr schönes Beadwork an.",
1,2107,"Ein einziges mal haben wir ein Fest angetroffen, das war aber zufällig, da sind wir dort hingefahren, da waren wir an der Küste, und haben dort gehalten. Dann haben sie sofort gesagt ja wir sollen aussteigen, wir sollen schauen kommen.",
1,2122,"Wir waren dort sehr willkommen eigentlich und dort hatten auch die Männer noch ursprüngliche Kleider mit einem Glasperlenschmuck für den ganzen Oberkörper und die haben auch einen Reihentanz gemacht und ein Teil war, dass sie so wie gepustet haben und haben sich so für sie bewegt, aber ich weiss nicht was die dort für ein Fest geführt haben.",
1,2153,"Und dann etwas was mich später immer so fasziniert hat, so ein binnenkörperlicher Schütteltanz, so das vibrieren von innen heraus, das haben die auch gezeigt und das hat mit natürlich grossen Eindruck gemacht.",
1,2170,"Wir haben dort nicht gefilmt, sondern nur fotografiert, aber immerhin, fotografiert haben wir.",
1,2176,"Ja mit diesen Erlebnissen haben wir uns dann auf den Heimweg gemacht und wir haben beschlossen wir fahren mit unserem Auto quer durch Afrika bis auf Kairo, was natürlich eben mit diesen nicht Vierrad-Antrieb nicht so eine maximale Idee war.",Afrika;Kairo
1,2194,"Auf jeden Fall sind wir dann bereits ganz am Nördlichen Kap, dort an der Grenze zu Namibia, sitzen geblieben mit einer Reparatur, die man nicht so schnell machen konnte,",Namibia;Nördlichen Kap
1,2213,also es war nicht bloss ein platter Reifen oder irgend so etwas.,
1,2217,"Auf jeden Fall sind wir dann abgeschleppt worden und dann sind sie auf die Autofriedhöfe und haben ein Ersatzteil gesucht und dann konnten wir auf Johannesburg, auf Jo’burg, fahren, auch zu Freunden, und dann haben wir dort einfach sehen müssen, unser Auto war nicht geeignet für die Heimreise.",Autofriedhöfe;Johannesburg;Jo’burg
1,2235,"Dann haben wir es dort gelassen, sind zuerst mal noch auf Zimbabwe rauf die Viktoriafälle anschauen, das hiess dort natürlich noch Rhodesien. Und dann haben wir einen Flug gebucht von Pretoria über Ostafrika, also Nairobi, und dann über Addis Abeba und den Sudan und dann den Nil hinunter.",Addis Abeba;Nairobi;Nil;Pretoria;Rhodesien;Sudan;Zimbabwe
1,2269,"So wollten wir heim. Dann mussten wir aber zwischendrin wieder fliegen, aber in Ostafrika waren wir etwa eineinhalb Monate unterwegs wieder mit einem gemieteten Auto, mit einer gemieteten Zeltausrüstung, zum Glück hatte mein Vater dort ein Cousin, also hatten wir wieder jemand gehabt vor Ort.",Ostafrika
1,2291,"Dann haben wir dort eine grosse Rundreise gemacht und dann haben wir uns aber doch nicht getraut über Uganda in den Südsudan zu fahren, der Idi Amin [Präsident von Uganda 1971-1979] war damals noch und wir waren einfach immer noch so ein bisschen Schweizerisch, wir haben dann da den Fahrplan angeschaut von Booten und Eisenbahnen die fahren und haben dann gesagt, ja dann müssen wir dort so lange warten, ist das denn nicht ein bisschen gefährlich.",Idi Amin;Schweizerisch;Südsudan;Uganda;Uganda
1,2321,"Es war klar, dass diese Fahrpläne natürlich nicht gestimmt haben, aber wir sind dann über Addis Abeba auf Khartum geflogen.",Addis Abeba;Khartum
1,2332,"Von dort sind wir mit dem Zug durch die Wüste für in den Hafen Wadi Halfa und dort ist natürlich genau das passiert oder, der Zug ist auch irgendwie abgelegen und sie haben ihn müssen reparieren, wir hatten länger, aber das Schiff wartet ja bis die Leute kommen, also die haben ja keinen Fahrplan.",Wadi Halfa
1,2353,"Auf jeden Fall sind wir dann auf diesen Schiffen auf dem Nasser See, sind wir dann eben bis auf Ägypten runter und sind dann bis auf Kairo und dann sind wir heim. Das ist dann etwa um diese Zeit im 1975 gewesen.",Kairo;Nasser See;Zeit;Ägypten
1,2373,"Und wir sind natürlich die ganze Reise nicht erreichbar gewesen, am Anfang hatten wir noch so Stationen, wo wir Freunde gehabt haben, aber von Nairobi ab waren wir nicht erreichbar und wir haben auch nicht gewusst was zuhause passiert. Und als wir dort gelandet sind in Kloten, ist die ganze Familie dort gestanden in schwarz.",Kloten;Nairobi
1,2399,"Dann sind wir natürlich schaurig erschrocken, mein Vater ist gestorben unterdessen, was niemand gedacht hätte, relativ früh an einem Herzschlag und meine Mutter war dann alleine. Also meine Brüder haben noch daheim gewohnt, die waren noch nicht fertig.",
1,2414,"Ja, dann haben wir uns dran gemacht und haben dann überlegt, jetzt müssen wir langsam einen Ort finden für eine Praxis. Und dann haben wir da viel … ja wo brauchts einen Doktor und dann hat ein Onkel von mir, der eine Praxis hatte in Dietlikon, der hat dann gesagt, frag mal dort drüben, ich glaube in Nürensdorf oder so irgendwo, könnten die schon so einen brauchen.",Dietlikon;Nürensdorf
1,2443,"Dann haben wir Kontakt aufgenommen und dann hatte mein Mann dort seine Praxis. Er hatte die Praxis im Haus und dort sind unsere Kinder aufgewachsen und dort bin ich natürlich so als Arztfrau …ist man da auch sehr involviert, weil ich habe die Buchhaltung gemacht, die Rechnungen geschrieben alles von Hand.",
1,2466,"Ist vor der Computerzeit und auch mit dem Telefon war es natürlich auch in der Schweiz noch so, wir hatten Unfalldienst-Patienten, die noch 01 und 052 gehabt haben, das heisst wir hatten keine Notfallnummer, wir sind eigentlich einfach daheim gewesen ausser wenn man Dienst hatte und man hatte eigentlich unter der Woche immer Dienst ausser man hat ein Kollege gefragt, ob er hütet und über Samstag und Sonntag dann einfach, hatte man entweder müssen daheim sein oder …",Unfalldienst-Patienten;der Schweiz
1,2500,"Und das hat dann ergeben, dass wir nicht mehr so viele Ausflüge gemacht haben, also die Stisserei in den Bergen von meiner Familie habe ich dann auch nicht gross weitergeführt, sondern wir sind dann eher daheim gewesen und hatten einen grossen Garten.",Bergen
1,2517,Und haben so Ausflüge gemacht …,
1,2520,"Und dann habe ich ziemlich bald, das heisst es war eigentlich so, ich habe schon vorher, bevor wir auf Afrika sind, hat mich Richard Merz, den ich schon länger kenne als mein Mann, weil wir gemeinsam studiert haben in der Germanistik, haben wir",Afrika;Richard Merz
1,2541,"… hat er ja geschrieben für die Zürichsee Zeitung und den Zürcher Landboten und die Interviews wollte er nicht selbst machen, dann habe ich hier und da für ihn Interviews geschrieben zum Beispiel mit dem Hans Meister ganz früh, aber auch mit der Mirja Tervamaa zum Beispiel, ganz eine tolle Tänzerin damals.",Hans Meister;Mirja Tervamaa;Zürcher Landboten;Zürichsee Zeitung
1,2562,"Und dann ist das aber natürlich, als wir dann weg sind, habe ich Richard gesagt: „Ich gebe dir meine schönen Bücher.“, weil ich hatte einen Balanchine-Ballettführer, den es sonst nicht gegeben hat.",Balanchine-Ballettführer;Richard
1,2575,"„Du schreibst mir dafür was passiert ist.“, dann hatten wir eine ziemlich enge Korrespondenz. Als wir gewusst hatten, wo wir hinkommen, die Praxis was im 1978 eröffnet worden, war es eigentlich genau diese Zeit, in der Richard zur NZZ gewechselt hat und ich angefangen habe Kritiken zu schreiben.",Du schreibst mir;NZZ;Richard
1,2599,Das habe ich bis vor einem Jahr gemacht.,
1,2604,"Ja das war eigentlich mein Ding, das ich machen konnte. Am Anfang war es wenig, es wurde dann immer mehr. Und ich habe dann auch, als die Kinder ein bisschen grösser waren und in die Schule gegangen sind, angefangen mit tanzgeschichtlicher Recherche.",
1,2622,"Das hat mich da … und habe mich dann eigentlich so beschäftigt. Und als sie dann noch ein bisschen grösser waren, habe ich, da war ich aber schon 50, das Angebot angenommen, dass ich in der SBBS anfange zu unterrichten.",SBBS
1,2636,Dann habe ich Tanzgeschichte unterrichtet bis ich pensioniert wurde. Das ist es eigentlich. Meine Kinder haben beide keine akademische Karriere gemacht.,
1,2651,"Also sie haben ein BA, aber meine Tochter ist Physiotherapeutin und mein Sohn entwickelt Software. Und Enkelinnen habe ich zwei, die beiden Mädchen von meiner Tochter und im Januar bekomme ich noch einen Enkel, mein Sohn seine Lebenspartnerin ist jetzt auch schwanger.",BA;Sohn;Sohn
1,2678,"Und das ist natürlich das, was mich jetzt immer noch beschäftigt. Einerseits die Familie, ich muss auf meinen Mann schauen, es geht ihm nicht so gut gesundheitlich, ich hüte meine Enkelinnen regelmässig, mit den Ausflügen zusammen gibt das so zweimal in der Woche, aber einmal in der Woche hüte ich, wenn sie arbeiten geht.",
1,2705,"Aber eben wir unternehmen auch viel. Und wie das dann ist mit dem Enkel, das wissen wir noch nicht.",
1,2713,"Mein Sohn meinte, sie würden nicht damit rechnen, dass ich ihn hüte, weil sie möchten beide mehr arbeiten, aber eben Samstag und Sonntag werde ich dann da manchmal ein Baby haben im Haus, wenn sie auf ein schönes Wochenende alleine möchten.",Mein Sohn
1,2736,"Jetzt müsstest du noch Fragen stellen, was du noch genauer wissen möchtest.",
1,2742,"I: Du hast natürlich jetzt einen riesigen Sprung gemacht ab dem Moment an dem du gesagt hast, „das war’s eigentlich und meine Kritiken geschrieben“, aber da gehört natürlich jetzt viel mehr dazu eine ganze Leidenschaftlichkeit auch weiterhin oder verstärkt irgendwie Tanz zu schauen, ich meine du warst ja … du bist ja wohin gereist, also vielleicht kannst du überhaupt mal da anfangen darüber zu reden. Du hast ja alles mögliche geschaut und nicht nur hier.",
1,2757,"P: Ja natürlich, also ich habe, wie gesagt meine Art theaterverrückt zu sein, die im 1961/62 angefangen hat, die hat natürlich sehr gut angefangen, weil genau bei in dieser Zeit hat das New York City Ballett gastiert in den Juni-Festwochen, Graham [Martha Graham] ist mal gekommen, Nikolais [Alwin Nikolais] kamen von dort an. Und im 64 kam dann Papa Beriozoff [Nicholas Beriozoff].",Alwin Nikolais;Graham;Juni-Festwochen;Martha Graham;New York City;Nicholas Beriozoff;Nikolais;P;Papa Beriozoff;Zeit
1,2794,"Und dort haben sie angefangen quasi klassische Werke mit einer wirklichen Primaballerina zu zeigen und dort haben sie eigentlich, sie haben zwar vorher schonmal „Schwanensee“ aufgeführt, aber dort hatte man eine Klassikerpflege über etwa sieben Jahre, sie war nicht sehr lange, aber da habe ich viel von denen grossen Werken kennengelernt, und zwar ziemlich intensiv.",Schwanensee
1,2822,"Man muss sich vorstellen als Studentin hatte man ja eine Legi und früher hatte man für ein, zwei oder vier Franken am Abend ein Billett holen können. Das war auch im Verhältnis, da man dort natürlich auch noch andere Saläre hatte, trotzdem sehr günstig.",
1,2840,"Und an sich konnte man auch mit dem Sackgeld einer Gymnasiastin ohne weiteres mindestens ein- oder zweimal pro Woche ins Theater. Ich musste nur meine Mutter davon überzeugen und schauen, dass meine Noten immer gut waren, dass man mir das nicht verboten hatte, dass ich eigentlich gesagt habe ich MUSS einfach ins Theater und ich habe natürlich alle Ballettgastspiele, alle diese Tänze genauso geschaut.",Ballettgastspiele;MUSS;Sackgeld
1,2869,"Wir haben unsere Maturareise auf Wien gemacht natürlich, weil eigentlich die ganze Klasse theaterverrückt war und ich habe dort Nurejews[Rudolf Nurejew] Inszenierung vom „Schwanensee“ gesehen als sie noch ziemlich jung war, also wie sie dort war.",Nurejews;Rudolf Nurejew;Schwanensee;Wien
1,2884,"Und dann durch die Russistik, bin ich natürlich dann sehr stark mit dem Ballett in Verbindung gekommen, ich habe dann natürlich auch angefangen russische Ballettbücher zu lesen.",russische
1,2898,"Und bin im 1968 das erste mal auf Russland gereist, da bin ich aber nur vier Tage in Moskau und vier Tage in St. Petersburg gewesen, da bin ich eigentlich auch nicht gross Theater schauen gegangen. Aber da habe ich schon gemerkt, also Moskau ist nicht meine Stadt, aber Petersburg ist natürlich meine Stadt.",Moskau;Moskau;Petersburg;Russland;St. Petersburg
1,2919,"Das ist ganz klar. Und das Jahr darauf im 69 bin ich im Sprachkurs gewesen, ungefähr fünf, sechs Wochen im damaligen Leningrad.",Leningrad
1,2931,"Dort hatten wir ein Riesenglück, meine Freundin und ich, wir haben erstens das alte Leningrad kennengelernt, die hatten dort immer noch nicht sehr viel Geld und unsere Lehrerin hat eigentlich nicht Grammatik gebüffelt mit uns, sondern sie hat uns immer von der Geschichte von Leningrad erzählt und weil sie selber die Blockade im Zweiten Weltkrieg miterlebt hat, hatte ich da sozusagen wie eine Oral History und uns hat das natürlich total fasziniert.",Leningrad;Leningrad;Oral History;Zweiten Weltkrieg
1,2966,Wir haben am Morgen von 10.00 bis ungefähr 14.00 Uhr Unterricht gehabt.,
1,2973,"Und dann sind wir auf die Leutsch, wir sind natürlich ALLES zusammen anschauen gegangen, das wir IRGENDWO konnten. Und irgendwann mal bin ich mit meiner Freundin natürlich in der schönsten Strasse, die es gibt, in der Uliza Rossi oder Theaterstrasse wie sie heisst, dort wohnt die Waganowa-Akademie ist, dort gestanden.",ALLES;IRGENDWO;Uliza Rossi;Waganowa-Akademie
1,2998,"Das ist ein absolut perfektes architektonisches Ensemble, die Häuser auf der Seite sind 22m hoch, die Strasse ist 22m breit, die Strasse ist 220m lang, es ist absolute Symmetrie.",
1,3017,"Wenn ich mir vorstelle als Schülerin von der Waganowa, muss ich jeden Tag durch diese perfekte Symmetrie mit diesen Kolonnaden laufen, dann habe ich irgendwie schon das Gefühl, das ist richtig, das ist gut, das ist schön, das stimmt, das ist harmonisch.",Waganowa
1,3039,"Das war irgendwie das gewesen. Wir sind dort gestanden und es hatte so einen kleinen Eingang in diesen grossen, tollen Häusern, so unten drin und dann nachher war diese Türe offen und dort niemand, weil es waren natürlich Sommerferien.",
